"Story","Title","Result","Date","Stability","Duration (s)"
"As a user i have be able to success register so that i can see login page","as user i want to register with empty password value","SUCCESS","2023-05-08T14:49:44.843+07:00[Asia/Bangkok]","0.0","5.46"
