"Story","Title","Result","Date","Stability","Duration (s)"
"As a user i have be able to success register so that i can see login page","as user i want to register with using existing email","SUCCESS","2023-05-08T14:49:30.759+07:00[Asia/Bangkok]","0.0","4.18"
