"Story","Title","Result","Date","Stability","Duration (s)"
"As a user i have be able to success register so that i can see login page","as user i want to register with using existing email","SUCCESS","2023-04-24T10:46:28.942+07:00[Asia/Bangkok]","0.0","4.58"
